id,i_dialog,i_utterance,speaker,utterance,Expected
1193,119,5,Monica,"Oh my God, look at these spider burners!",5
1194,119,6,Monica,I love spider burners.,5
1195,119,7,Joey,"Yeah, yeah.",5
1196,119,8,Joey,"He?s got a, he?s got a really bad cough, and our vet, he can?t do anything about it.",5
1197,119,9,Joey,Is there something you can do?,5
1198,119,10,Guru Saj,"Hmm, let me see. Let me see. Do you think you could get him to eat a bat?",5
1199,120,0,Ross,Slides are almost ready.,5
1200,120,1,Jill,"Yeah. Ooh, I know what this is missing! Alcohol!",5
1201,120,2,Ross,"Uh okay, well there?s-there?s wine in the kitchen.",5
1202,120,3,Jill,Oh great!,5
1203,120,4,Ross,Hello?,5
1204,120,5,Ross,"O-okay, Rach calm-calm down, okay? She-she?s really upset we?re just talking.",5
1205,120,6,Rachel,"Ooh, your brother. Score!",5
1206,120,7,Monica,What?s up?,5
1207,120,8,Ross,"Oh, I?m just over here with Ben. I thought we?d say hi.",5
1208,120,9,Monica,"Oh, put him on!",5
1209,120,10,Ross,"Ben, say hi to Aunt Monica.",5
1210,120,11,Ross,"Oh, I guess he doesn?t feel like talking right now.",5
1211,120,12,Ross,He?s smiling though!,5
1212,120,13,Ross,"Okay, talk to you later.",5
1213,121,0,Rachel,"Oh God, I really had a good time!",5
1214,121,1,Dave,"Yeah, me too.  So, I guess this is it.",5
1215,121,2,Rachel,"Yeah. Umm, unless you wanna come inside?",5
1216,121,3,Dave,Yeah!,5
1217,121,4,Phoebe,I will find a selfless good deed!,5
1218,121,5,Phoebe,'Cause I just gave birth to three children and I will not let them be raised in a world where Joey is right!,5
1219,121,6,Chandler,"Hey, Monica? Can I ask you a cooking question?",5
1220,121,7,Monica,Sure!,5
1221,121,8,Chandler,"If you're cooking on the stove, does that mean that your new secret boyfriend is better in bed than Richard?",5
1222,121,9,Rachel,Chandler!  Is he?,5
1223,121,10,Monica,"Well, y'know I-I-I think I'm gonna respect the privacy of my new secret boyfriend.",5
1224,121,11,Chandler,Why?! I mean if this guy was,5
1225,122,0,Monica,You look cute in bubbles.,5
1226,122,1,Chandler,"Ehh, you're just liquored up.",5
1227,122,2,Joey,"Hey, it's me! I'm comin' in!",5
1228,122,3,Chandler,"I've had a very long, hard day.",5
1229,122,4,Joey,"Ahh, I'm gonna go get some chicken. Want some?",5
1230,122,5,Chandler,"Ahh, no thanks. No chicken, bye-bye then.",5
1231,122,6,Joey,Okay.,5
1232,122,7,Joey,You sure? Some extra crispy? Dirty rice? Beans?,5
1233,122,8,Chandler,"For the last time no! Get out! Get out, Joey!",5
1234,122,9,Joey,All right!,5
1235,122,10,Chandler,"Are you okay? I'm so sorry, he wouldn't leave. He kept asking me about chicken.",5
1236,122,11,Monica,Chicken? I could eat some chicken.,5
1237,122,12,Chandler,Hey Joe!,5
1238,122,13,Chandler,"Yeah, can I get a 3-piece, some cole slaw, some beans, and a Coke-(Yelps in",5
1239,123,0,Ross,Hi!,5
1240,123,1,Phoebe,Hey!,5
1241,123,2,Rachel,"Yeah, maybe if you gave this girl a chance it would go somewhere.",5
1242,123,3,Joey,"Look, I?m sorry you guys, I-I just don?t think so.",5
1243,123,4,Phoebe,Whatever.,5
1244,123,5,Rachel,Fine.,5
1245,123,6,Joey,"Hey, don?t start judging me!",5
1246,123,7,Joey,Huh?,5
1247,123,8,Joey,You?re the one who?s in love with her assistant!,5
1248,123,9,Joey,Huh?,5
1249,123,10,Joey,"And you, you?re the one having the affair with the guy who keeps the pigeons on the roof!",5
1250,123,11,Rachel,Phoebe!,5
1251,123,12,Phoebe,Secret,5
1252,124,0,Monica,I swear I didn?t know she was a hooker! I mean wh?Did you let her smoke in here?,5
1253,124,1,Chandler,"Her ass print is still on your grandmother?s quilt, do you really want to talk about smoking?",5
1254,124,2,Monica,"Y?know what? I?m gonna make this up to you. I promised you a stripper , and you?re gonna get a stripper.",5
1255,124,3,Chandler,Monica! Wait!,5
1256,124,4,Monica,What?,5
1257,124,5,Chandler,Carry on.,5
1258,124,6,Monica,"Ooh, these tennis shoes are so tight. I think I?ll take them off.",5
1259,124,7,Phoebe,"Okay, now would you say that that?s more than 50 yards away from Sting, his wife, or a member of his family?",5
1260,124,8,Ross,Yeah.,5
1261,124,9,Phoebe,Then that?s not breaking the law! I?m there!,5
1262,125,0,Joey,"Hey!  Now, we're not actually gonna be sleeping in her, but do you mind?",5
1263,125,1,Chandler,"Okay, now let?s decide who has the nicest ass.",5
1264,125,2,Joey,And there you go!,5
1265,125,3,All,"Oh, yeahhhhh!!!",5
1266,125,4,Monica,Chandler!!,5
1267,125,5,Chandler,At least let me smoke it to the good part.,5
1268,125,6,Phoebe,"Okay.  Oh, no!",5
1269,125,7,Rachel,"What, what?s it, what?s going on?",5
1270,125,8,Phoebe,"Yeah, this has happened before.",5
1271,125,9,Rachel,So you know how to fix it?,5
1272,125,10,Phoebe,Yep. Put more gas in.,5
1273,126,0,Mr. Zelner,Hi Rachel!,5
1274,126,1,Rachel,Hi!,5
1275,126,2,Mr. Zelner,Come on in.,5
1276,126,3,Mr. Zelner,It's really nice to see you again.,5
1277,126,4,Rachel,Thank you.,5
1278,126,5,Mr. Zelner,"Oh Rachel, uhh",5
1279,126,6,Rachel,What?,5
1280,126,7,Mr. Zelner,Just ah,5
1281,126,8,Rachel,Excuse me?,5
1282,126,9,Mr. Zelner,Here let me,5
1283,126,10,Rachel,Wh-whoa!,5
1284,126,11,Rachel,"All right, okay-okay, I see, I see what's going on here!",5
1285,126,12,Rachel,"Now listen, look-look, I'm sorry if I gave you the wrong impression, but I am",5
1286,127,0,Cynthia,"God, this was really fun! I've been wondering if you were going to ask me out.",5
1287,127,1,Joey,"So you uh, still wondering?",5
1288,127,2,Cynthia,"No, we just went out.",5
1289,127,3,Joey,You're smart. I like that.,5
1290,127,4,Cynthia,"Oh, candles!  What is that? A blanket? A video camera? Oh my God!",5
1291,127,5,Joey,"Oh no-no-no-no, wait-wait-wait!!",5
1292,127,6,Cynthia,I can't believe you thought that you were going to video tape us having sex on the first date!,5
1293,127,7,Joey,Hiya.,5
1294,127,8,Rachel,"Joey, is what she just said umm?Oh my God.  You were actually gonna",5
1295,127,9,Chandler,What is going on here?,5
1296,127,10,Rachel,"And with Chandler in the next room. What are you, what are you sick?",5
1297,127,11,Joey,"I'm Joey. I mean, I'm disgusting. I make low-budget adult films.",5
1298,128,0,Joey,Here? In the hall? What are we animals?,5
1299,128,1,Rachel,"Well honey, I?m late for a meeting. So can you just make it quick?",5
1300,128,2,Joey,"Okay umm, I just came by to tell you that I?want to have dinner with you tonight. That?s all.",5
1301,128,3,Rachel,Sure! That sounds great! Just leave me a message and tell me where to meet you. Okay?,5
1302,128,4,Joey,Okay.,5
1303,128,5,Joey,That?s good.,5
1304,128,6,Joey,"Okay, that give you a couple hours to prepare what you?re gonna say.",5
1305,128,7,Joey,Good.,5
1306,128,8,Joey,Yeah.,5
1307,128,9,Joey,Don?t you people ever knock?,5
1308,128,10,Joey,!,5
1309,129,0,Chandler,"Not to shabby, I got this all off myself?using my wife?s tools.  Oh my God!",5
1310,129,1,Monica,How did you get in there?!,5
1311,129,2,Chandler,You?re messy.,5
1312,129,3,Monica,Oh no! You weren?t supposed to see this!,5
1313,129,4,Chandler,I married Fred Sanford!,5
1314,129,5,Monica,"No Chandler, you don?t understand! (Chandler starts singing the theme for",5
1315,129,6,Chandler,"No, honey you?re not sick! Look, I don?t love you because you?re organized, I love you in spite of that.",5
1316,129,7,Monica,Really? You promise you won?t tell anyone?,5
1317,129,8,Chandler,"Yes! And look, now that I know if I got some extra stuff lying around can we, can we share the closet.",5
1318,129,9,Monica,Well?it?s just umm?I?m afraid you might mess it up.,5
1319,130,0,Rachel,"Okay, Phoebe, honey, you gotta be kidding. I mean, you",5
1320,130,1,Phoebe,"Why not?! Maybe I can, you don't know!",5
1321,130,2,Rachel,"Yes! Yes! Yes, I do! I do know! Frank and Alice are gonna want to keep",5
1322,130,3,Phoebe,Maybe not!,5
1323,130,4,Phoebe,Y'know?,5
1324,130,5,Phoebe,"Seriously, three babies are a handful maybe they're y'know, looking for a chance to unload one of them.",5
1325,130,6,Phoebe,"Listen, I-I hate to miss an opportunity just because I didn't",5
1326,130,7,Rachel,"Phoebe, no! This is, this is insane.",5
1327,130,8,Phoebe,"Oh, just ask him!",5
1328,130,9,Rachel,Me?!,5
1329,130,10,Phoebe,I,5
1330,130,11,Rachel,No! Forget it! I am,5
1331,130,12,Phoebe,You're right.,5
1332,130,13,Phoebe,Tell him it's for you.,5
1333,131,0,Ross,A,5
1334,131,1,All,Eww!,5
1335,131,2,Phoebe,"I know! I know, I opened it up and there it was, just floating in there, like this tiny little hitch-hiker!",5
1336,131,3,Young Ethan,Huh!,5
1337,131,4,Monica,"But I figured, you know, that shouldn't change anything. I mean, what the hell does it matter how old we are.",5
1338,131,5,Young Ethan,"Uh, listen um, as long as we're telling stuff, uh, I have another one for you.",5
1339,131,6,Young Ethan,I'm a little younger than I said.,5
1340,131,7,Monica,You're not a senior?,5
1341,131,8,Young Ethan,"Oh, I'm a senior... in High School.",5
1342,131,9,Monica,Ok...ay.,5
1343,132,0,Monica,What the hell happened?!,5
1344,132,1,Joey,I am so-so-so sorry.,5
1345,132,2,Joey,I was gonna do it!,5
1346,132,3,Joey,Really!,5
1347,132,4,Joey,"But I was standing there with 327 dollars in one hand and 238 dollars in the other hand, and I was thinking, ""Wow!",5
1348,132,5,Joey,"It?s been a long time since I had?  327 + 238 dollars!""",5
1349,132,6,Monica,"Joey, we had a deal. That-that?s why you?re here! I?ve got to fire you!",5
1350,132,7,Joey,And I gotta pay rent!,5
1351,132,8,Joey,"Look, how-how about this?",5
1352,132,9,Joey,"You don?t fire me, instead I stay here, I gain their trust, and they?ll start listening to all the nice things I?ve been saying about you.",5
1353,132,10,Monica,What kinda things have you been saying?,5
1354,132,11,Joey,"Well nothing yet, they really hate you and I want to fit in.",5
1355,133,0,Rachel,Morning. You wanted to see me?,5
1356,133,1,Mr. Zelner,"Please, come in. Have a seat.",5
1357,133,2,Rachel,Okay look Mr. Zelner,5
1358,133,3,Mr. Zelner,Oh I think it?s best that I speak first.,5
1359,133,4,Rachel,Yeah.,5
1360,133,5,Mr. Zelner,I?ve asked Lee from human resources to be here as a witness to our conversation.,5
1361,133,6,Rachel,Oh God.,5
1362,133,7,Mr. Zelner,If I in any way implied that I wanted to buy your baby?I am sorry.,5
1363,133,8,Mr. Zelner,Okay?,5
1364,133,9,Mr. Zelner,"Last week when I asked you when your due date was uh, I certainly did not mean that I felt that",5
1365,134,0,Chandler,"So ah, whatcha watching?",5
1366,134,1,Joey,Baywatch.,5
1367,134,2,Chandler,What?s it about?,5
1368,134,3,Joey,Lifeguards.,5
1369,134,4,Chandler,"Well, it sounds kinda stupid...  Who?s she?",5
1370,134,5,Joey,Nicole Eggert. You'll like her.,5
1371,134,6,Chandler,Wow! Look at them run.,5
1372,134,7,Joey,"They do that a lot. Hey, you want a beer?",5
1373,134,8,Chandler,"Yeah, I?ll go get one.",5
1374,134,9,Joey,"No, no, no, don?t get up, I got a cooler right here.",5
1375,135,0,Doug,Bing!,5
1376,135,1,Kara,Oww!!,5
1377,135,2,Monica,Game!,5
1378,135,3,Doug,"Well, I gotta tell ya Bing; that partner of yours is a real tiger.  Are you all right sweethart?",5
1379,135,4,Kara,I'm not all right.,5
1380,135,5,Phoebe,"Well, if you really wanna know, I'm?Oh! I can't tell you this.",5
1381,135,6,Chandler,"Phoebe, it's me. You can tell me anything.",5
1382,135,7,Phoebe,Well actually you're the one person I can't tell this too. And the one person I want to the most.,5
1383,135,8,Chandler,What's going on?,5
1384,135,9,Phoebe,"I think it's just y'know that I haven't been with a guy in so long and how sometimes you're looking for something and you just don?t even see that it's right there in front of you sipping coffee?Oh no, have I said to much?",5
1385,135,10,Phoebe,Well it's just something to think about.,5
1386,135,11,Phoebe,I know I will.,5
1387,136,0,Phoebe,Food here at 'Javu'..will kill you..the food here    at 'Javu' ...will kill you..,5
1388,136,1,Monica,"Thank god, it's just you! I thought someone was swinging a bag    of cats against the wall.",5
1389,136,2,Phoebe,"You'd better get back in that kitchen Monica, the garlic is    not gonna overuse itself.",5
1390,136,3,Monica,"Ok, you have to stop playing now.",5
1391,136,4,Phoebe,Why? The only person my playing is bothering is you!,5
1392,136,5,Monica,"Oh yeah? Ok, let's settle this, come on!",5
1393,136,6,Phoebe,Get your garlic-peelers    off me!,5
1394,136,7,Monica,"Excuse me, excuse me, hi, I'm    Monica Geller..I'm the head chef here.. ..    Ok, I was actually expecting a little applause there, but whatever!",5
1395,136,8,Monica,"Ok, quick    question: by a show of hands, how many of you were bothered by this woman's    singing outside?",5
1396,136,9,Phoebe,"Ok, ok, how many of you",5
1397,136,10,Ross,"And then, you try to make the best of a bad situation, so you float the idea of a threesome?",5
1398,136,11,Charlie,I didn't do that.,5
1399,136,12,Ross,Me neither.,5
1400,137,0,Joey,"So, Ross and Rachel got married, Monica and Chandler almost got married, do you think you and I should hook up?",5
1401,137,1,Phoebe,"Oh we do, but not just yet.",5
1402,137,2,Joey,"Really?! Well, when?",5
1403,137,3,Phoebe,"Okay umm, well, first Chandler and Monica will get married and be filthy rich by the way. Yeah. But it won?t work out.",5
1404,137,4,Joey,Wow.,5
1405,137,5,Phoebe,"I know. Then, I?m gonna marry Chandler for the money and you?ll marry Rachel and have the beautiful kids.",5
1406,137,6,Joey,Great!,5
1407,137,7,Phoebe,But then we ditch those two and that?s when we get married.,5
1408,137,8,Phoebe,We?ll have Chandler?s money and Rachel?s kids and getting custody will be easy because of Rachel?s drinking problem.,5
1409,137,9,Joey,"Oh-oh, what about Ross?",5
1410,137,10,Phoebe,"I don?t want to go into the whole thing, but umm, we have words and I kill him.",5
1411,138,0,Jason,"...and I know I'll never miss doing it, but I gotta tell you, it's pretty cool knowing that you're making a difference in a kid's life.",5
1412,138,1,Phoebe,"That is so great! Oh, I...  Oh my God!",5
1413,138,2,Jason,Whoa!,5
1414,138,3,Phoebe,Oh my God!!!,5
1415,138,4,Jason,"Ahh-ahh, we'd better call the fire department!",5
1416,138,5,Phoebe,No! No!,5
1417,138,6,Jason,"No, no?",5
1418,138,7,Phoebe,"Well, we don't n-n-n-n-need a fireman, we'd, we'd like a good mechanic.",5
1419,138,8,Phoebe,"Oh my God, here they come!",5
1420,138,9,Phoebe,"Well, we gotta get out of here!",5
1421,138,10,Jason,W-w-w-wait! Why?!,5
1422,138,11,Kate,"Right, at the end, you choked on a cookie.",5
1423,138,12,Joey,"Yeah, that was real.",5
1424,139,0,Ross,"Okay, Monica. Mon, uh what-what you just saw",5
1425,139,1,Monica,"Can I ask you just a little question, huh? Why tonight?",5
1426,139,2,Rachel,What?,5
1427,139,3,Monica,"See, I?ve been waiting my whole life to be engaged, and unlike some people I?m only planning on doing this once.",5
1428,139,4,Monica,"So, uh y?know, maybe this is selfish and I?m sorry about it, but I was kinda hoping tonight could just be about that.",5
1429,139,5,Woman,Ohh great.,5
1430,139,6,Ross,"Can I, can I help you with something?",5
1431,139,7,Woman,"Well, I don?t know. Are you a masseur?",5
1432,139,8,Ross,Yes I am.,5
1433,139,9,Woman,"Great!  Dad!  Thank you so much, I?ll be back to pick him up in an hour.",5
1434,140,0,Chandler,Come on! Why are we here?!,5
1435,140,1,Ross,"Okay, okay take a guess.",5
1436,140,2,Chandler,The hot chicks?,5
1437,140,3,Ross,"Okay, okay, I was typing names into the library computer earlier, y?know-y?know for fun, and I typed mine in and guess what came up?",5
1438,140,4,Ross,My doctoral dissertation!,5
1439,140,5,Ross,It?s here!,5
1440,140,6,Ross,"Yeah, it?s right-it?s right down here!",5
1441,140,7,Ross,In the biggest library in the university!,5
1442,140,8,Chandler,Wow that?s actually pretty cool.,5
1443,140,9,Supervisor,We don?t need any toner.,5
1444,140,10,Phoebe,"Oh okay, well I?m sorry to bother you. Bye-bye.  Yeah you?re right, this is easy.",5
1445,140,11,Supervisor,"Okay, what was wrong with that call?",5
1446,140,12,Phoebe,"Oh well, all right?um, no offense, but you were kind of rude.",5
1447,140,13,Supervisor,"They?re always going to tell you they don?t need toner, but that?s okay because whatever they say, you can find the answer to it here in this script.",5
1448,140,14,Phoebe,Oh.,5
1449,140,15,Supervisor,"So, I think you?re ready to sell toner, do you have any last questions?",5
1450,140,16,Phoebe,"No.  Oh wait yes! I do, I do have one question. What is toner?",5
1451,141,0,Joey,Hello?,5
1452,141,1,Ross,"Joey! Hey, I need to talk to Charlie. Is she there?",5
1453,141,2,Joey,No. no... eh... she went shopping with Rachel. Why? What's up?,5
1454,141,3,Ross,I'm meeting with professor Sherman about my being the keynote speaker...,5
1455,141,4,Joey,Oh! How's it going?,5
1456,141,5,Ross,"It could be better! He, uhm... he fell asleep!",5
1457,141,6,Joey,What!? But I already bought my ticket to Bermuda!,5
1458,141,7,Ross,Barbados.,5
1459,141,8,Joey,"Fine, I'll rent a car and drive...! Ross, you have to get that job!",5
1460,141,9,Ross,What am I supposed to do?,5
1461,141,10,Ross,He's out cold!,5
1462,141,11,Ross,In fact he was just talking in his sleep before and evidently he wants someone named Fran to spank him harder.,5
1463,141,12,Joey,"Well, just wake him up!",5
1464,141,13,Ross,I can't! If he realizes that,5
1465,141,14,Joey,Uh!,5
1466,141,15,Joey,That's a tough one.,5
1467,141,16,Joey,Oh!,5
1468,141,17,Joey,"Wait a minute, this happened to me before!",5
1469,141,18,Joey,"Yeah, I was auditioning for a play and the producer fell asleep and...  no wait a minute... it was",5
1470,142,0,Rachel,Okay.,5
1471,142,1,Monica,We thought since Phoebe was staying over tonight we'd have kinda like a slumber party thing.,5
